Order ID,Customer ID,Product ID,Region,Order Date,Sales
US-2018-164147,DW-13585,TEC-PH-10002293,East,2018-02-02,59.97
US-2018-164147,DW-13585,OFF-PA-10002377,East,2018-02-02,78.304
US-2018-164147,DW-13585,OFF-FA-10002780,East,2018-02-02,21.456
CA-2017-145583,LC-16885,OFF-PA-10001804,West,2017-10-13,20.04
CA-2017-145583,LC-16885,OFF-PA-10001736,West,2017-10-13,35.44
CA-2017-145583,LC-16885,OFF-AR-10001149,West,2017-10-13,11.52
CA-2017-145583,LC-16885,OFF-FA-10002988,West,2017-10-13,4.02
CA-2017-145583,LC-16885,OFF-BI-10004781,West,2017-10-13,76.176
CA-2017-145583,LC-16885,OFF-SU-10001218,West,2017-10-13,65.88
CA-2017-145583,LC-16885,FUR-FU-10001706,West,2017-10-13,43.12
CA-2017-110366,JD-15895,FUR-FU-10004848,East,2017-09-05,82.8
CA-2018-106180,SH-19975,OFF-AR-10000940,West,2018-09-18,8.82
CA-2018-106180,SH-19975,OFF-EN-10004030,West,2018-09-18,10.86
CA-2018-106180,SH-19975,OFF-PA-10004327,West,2018-09-18,143.7
CA-2018-155376,SG-20080,OFF-AP-10001058,Central,2018-12-22,839.43
CA-2016-110744,HA-14920,OFF-ST-10003656,West,2016-09-07,671.93
CA-2015-110072,MG-17680,FUR-FU-10000521,East,2015-10-22,93.888
CA-2017-114489,JE-16165,TEC-PH-10000215,Central,2017-12-05,384.45
CA-2017-114489,JE-16165,TEC-PH-10001448,Central,2017-12-05,149.97
CA-2017-114489,JE-16165,FUR-CH-10000454,Central,2017-12-05,1951.84
CA-2017-114489,JE-16165,OFF-BI-10002735,Central,2017-12-05,171.55
CA-2017-158834,TW-21025,OFF-AP-10000326,West,2017-03-13,157.92
CA-2017-158834,TW-21025,TEC-PH-10001254,West,2017-03-13,203.184
CA-2016-124919,SP-20650,OFF-PA-10001950,West,2016-05-31,58.38
CA-2016-124919,SP-20650,OFF-PA-10002254,West,2016-05-31,105.52
CA-2016-124919,SP-20650,OFF-ST-10001590,West,2016-05-31,80.88
CA-2016-118948,NK-18490,OFF-AR-10001547,West,2016-05-28,6.63
CA-2015-104269,DB-13060,FUR-CH-10004063,West,2015-03-01,457.568
CA-2017-114104,NP-18670,OFF-LA-10002475,Central,2017-11-20,14.62
CA-2017-114104,NP-18670,TEC-PH-10004536,Central,2017-11-20,944.93
CA-2017-162733,TT-21070,OFF-PA-10002751,West,2017-05-11,5.98
CA-2016-119697,EM-13960,TEC-AC-10003657,East,2016-12-28,54.384
CA-2017-154508,RD-19900,OFF-EN-10001990,West,2017-11-16,28.4
CA-2017-113817,MJ-17740,OFF-BI-10004002,West,2017-11-07,27.68
CA-2015-139892,BM-11140,OFF-AR-10004441,Central,2015-09-08,9.936
CA-2015-139892,BM-11140,TEC-MA-10000822,Central,2015-09-08,8159.952
CA-2015-139892,BM-11140,OFF-ST-10000991,Central,2015-09-08,275.928
CA-2015-139892,BM-11140,FUR-CH-10004287,Central,2015-09-08,1740.06
CA-2015-139892,BM-11140,OFF-AR-10002656,Central,2015-09-08,32.064
CA-2015-139892,BM-11140,OFF-AP-10002518,Central,2015-09-08,177.98
CA-2015-139892,BM-11140,TEC-PH-10003931,Central,2015-09-08,143.976
CA-2015-118962,CS-12130,OFF-PA-10000659,West,2015-08-05,20.94
CA-2015-118962,CS-12130,OFF-PA-10001144,West,2015-08-05,110.96
CA-2015-118962,CS-12130,FUR-CH-10003817,West,2015-08-05,340.144
US-2015-100853,JB-15400,OFF-AP-10000891,Central,2015-09-14,52.448
US-2015-100853,JB-15400,OFF-LA-10003148,Central,2015-09-14,20.16
US-2018-152366,SJ-20500,OFF-AP-10002684,Central,2018-04-21,97.264
US-2016-101511,JE-15745,FUR-CH-10004698,East,2016-11-21,396.802
US-2016-101511,JE-15745,OFF-SU-10002189,East,2016-11-21,15.88
CA-2016-137225,JK-15640,OFF-AR-10001940,East,2016-12-15,3.28
CA-2015-166191,DK-13150,OFF-ST-10003455,Central,2015-12-05,24.816
CA-2015-166191,DK-13150,TEC-AC-10004659,Central,2015-12-05,408.744
CA-2015-158274,RM-19675,TEC-PH-10003273,South,2015-11-19,503.96
CA-2015-158274,RM-19675,TEC-PH-10004896,South,2015-11-19,149.95
CA-2015-158274,RM-19675,TEC-AC-10002345,South,2015-11-19,29.0
CA-2017-105018,SK-19990,OFF-BI-10001890,East,2017-11-28,7.16
CA-2015-123260,FM-14290,TEC-AC-10002323,West,2015-08-26,176.8
CA-2017-157000,AM-10360,OFF-ST-10001328,Central,2017-07-16,37.224
CA-2017-157000,AM-10360,OFF-PA-10001950,Central,2017-07-16,20.016
CA-2016-102281,MP-17470,FUR-BO-10002613,East,2016-10-12,899.136
CA-2016-102281,MP-17470,TEC-PH-10001552,East,2016-10-12,71.76
CA-2016-102281,MP-17470,OFF-PA-10000061,East,2016-10-12,51.84
CA-2016-102281,MP-17470,FUR-BO-10002545,East,2016-10-12,626.352
CA-2016-102281,MP-17470,OFF-AR-10003514,East,2016-10-12,19.9
CA-2016-131457,MZ-17515,OFF-EN-10001509,West,2016-10-31,14.28
CA-2015-140004,CB-12025,OFF-AR-10004685,East,2015-03-21,7.408
CA-2015-140004,CB-12025,OFF-AR-10004027,East,2015-03-21,6.048
CA-2018-107720,VM-21685,OFF-ST-10001414,East,2018-11-06,46.26
US-2018-124303,FH-14365,OFF-BI-10000343,East,2018-07-06,2.946
US-2018-124303,FH-14365,OFF-PA-10002749,East,2018-07-06,16.056
CA-2018-105074,MB-17305,OFF-PA-10002666,East,2018-06-24,21.744
CA-2015-133690,BS-11755,FUR-TA-10004289,West,2015-08-03,218.75
CA-2015-133690,BS-11755,OFF-AP-10003622,West,2015-08-03,2.6
US-2018-116701,LC-17140,OFF-AP-10003217,Central,2018-12-17,66.284
CA-2018-126382,HK-14890,FUR-FU-10002960,South,2018-06-03,35.168
CA-2018-108329,LE-16810,TEC-PH-10001918,West,2018-12-09,444.768
CA-2018-135860,JH-15985,OFF-ST-10000642,Central,2018-12-01,83.92
CA-2018-135860,JH-15985,TEC-PH-10001700,Central,2018-12-01,131.98
CA-2018-135860,JH-15985,OFF-BI-10003274,Central,2018-12-01,15.92
CA-2018-135860,JH-15985,OFF-FA-10000134,Central,2018-12-01,52.29
CA-2018-135860,JH-15985,OFF-ST-10001522,Central,2018-12-01,91.99
CA-2016-101007,MS-17980,TEC-AC-10001266,Central,2016-02-09,20.8
CA-2016-146262,VW-21775,OFF-LA-10004544,East,2016-01-02,23.68
CA-2016-146262,VW-21775,FUR-BO-10004695,East,2016-01-02,452.45
CA-2016-146262,VW-21775,TEC-PH-10002844,East,2016-01-02,62.982
CA-2016-146262,VW-21775,TEC-MA-10000864,East,2016-01-02,1188.0
CA-2016-146262,VW-21775,TEC-AC-10000109,East,2016-01-02,89.584
CA-2017-130162,JH-15910,OFF-ST-10001328,West,2017-10-28,93.06
CA-2017-130162,JH-15910,TEC-PH-10002563,West,2017-10-28,302.376
CA-2016-169397,JB-15925,OFF-FA-10000585,East,2016-12-24,5.584
CA-2016-169397,JB-15925,OFF-PA-10004000,East,2016-12-24,22.704
CA-2016-169397,JB-15925,OFF-BI-10002852,East,2016-12-24,19.776
CA-2016-169397,JB-15925,FUR-FU-10000087,East,2016-12-24,72.704
CA-2016-169397,JB-15925,TEC-MA-10001148,East,2016-12-24,479.988
CA-2016-169397,JB-15925,OFF-AR-10001958,East,2016-12-24,27.168
CA-2016-163055,DS-13180,OFF-AR-10001026,Central,2016-08-09,2.2
CA-2016-163055,DS-13180,FUR-TA-10003748,Central,2016-08-09,622.45
CA-2016-163055,DS-13180,OFF-ST-10002485,Central,2016-08-09,21.98
US-2016-145436,VD-21670,FUR-CH-10004860,South,2016-02-28,161.568
US-2016-145436,VD-21670,FUR-CH-10004477,South,2016-02-28,389.696
US-2015-156216,EA-14035,OFF-BI-10001679,South,2015-09-13,18.648
US-2018-100930,CS-12400,FUR-TA-10001705,South,2018-04-07,233.86
US-2018-100930,CS-12400,FUR-TA-10003473,South,2018-04-07,620.6145
US-2018-100930,CS-12400,OFF-BI-10001679,South,2018-04-07,5.328
US-2018-100930,CS-12400,FUR-FU-10004017,South,2018-04-07,258.072
US-2018-100930,CS-12400,TEC-AC-10003832,South,2018-04-07,617.976
CA-2018-160514,DB-13120,OFF-PA-10002479,West,2018-11-12,10.56
CA-2017-157749,KL-16645,OFF-PA-10003349,Central,2017-06-04,25.92
CA-2017-157749,KL-16645,FUR-FU-10000576,Central,2017-06-04,419.68
CA-2017-157749,KL-16645,FUR-FU-10004351,Central,2017-06-04,11.688
CA-2017-157749,KL-16645,TEC-PH-10000011,Central,2017-06-04,31.984
CA-2017-157749,KL-16645,FUR-TA-10002607,Central,2017-06-04,177.225
CA-2017-157749,KL-16645,FUR-FU-10002505,Central,2017-06-04,4.044
CA-2017-157749,KL-16645,OFF-AR-10004685,Central,2017-06-04,7.408
CA-2015-131926,DW-13480,FUR-CH-10004063,Central,2015-06-01,2001.86
CA-2015-131926,DW-13480,OFF-ST-10002276,Central,2015-06-01,166.72
CA-2015-131926,DW-13480,OFF-PA-10004082,Central,2015-06-01,47.88
CA-2015-131926,DW-13480,OFF-AP-10002945,Central,2015-06-01,1503.25
CA-2015-131926,DW-13480,OFF-PA-10000061,Central,2015-06-01,25.92
CA-2017-154739,LH-17155,FUR-CH-10002965,West,2017-12-10,321.568
CA-2017-145625,KC-16540,OFF-PA-10004569,West,2017-09-11,7.61
CA-2017-145625,KC-16540,TEC-AC-10003832,West,2017-09-11,3347.37
CA-2017-146941,DL-13315,OFF-ST-10001228,East,2017-12-10,80.58
CA-2017-146941,DL-13315,OFF-EN-10003296,East,2017-12-10,361.92
US-2016-159982,DR-12880,FUR-FU-10002505,Central,2016-11-28,12.132
US-2016-159982,DR-12880,OFF-ST-10004804,Central,2016-11-28,82.368
US-2016-159982,DR-12880,OFF-ST-10001590,Central,2016-11-28,53.92
US-2016-159982,DR-12880,TEC-PH-10001580,Central,2016-11-28,647.904
CA-2018-163139,CC-12670,TEC-AC-10000290,East,2018-12-01,20.37
CA-2018-163139,CC-12670,OFF-ST-10002790,East,2018-12-01,221.55
CA-2018-163139,CC-12670,OFF-BI-10003460,East,2018-12-01,17.52
US-2018-155299,Dl-13600,OFF-AP-10002203,Central,2018-06-08,1.624
US-2015-106992,SB-20290,TEC-MA-10000822,Central,2015-09-19,3059.982
US-2015-106992,SB-20290,TEC-MA-10003353,Central,2015-09-19,2519.958
CA-2017-125318,RC-19825,TEC-PH-10001433,Central,2017-06-06,328.224
CA-2016-155040,AH-10210,TEC-AC-10004469,West,2016-11-10,79.9
CA-2018-136826,CB-12535,OFF-AR-10003602,South,2018-06-16,14.016
CA-2017-111010,PG-18895,OFF-FA-10003472,East,2017-01-22,7.56
US-2018-145366,CA-12310,OFF-ST-10004180,East,2018-12-09,37.208
US-2018-145366,CA-12310,OFF-EN-10004386,East,2018-12-09,57.576
CA-2018-163979,KH-16690,OFF-ST-10003208,West,2018-12-28,725.84
CA-2016-155334,HA-14920,TEC-AC-10003628,West,2016-07-30,209.93
CA-2016-155334,HA-14920,FUR-FU-10003274,West,2016-07-30,5.28
CA-2016-155334,HA-14920,OFF-BI-10002557,West,2016-07-30,10.92
CA-2018-118136,BB-10990,OFF-PA-10002615,West,2018-09-16,8.82
CA-2018-118136,BB-10990,OFF-AR-10001427,West,2018-09-16,5.98
CA-2018-132976,AG-10495,OFF-PA-10000673,East,2018-10-13,11.648
CA-2018-132976,AG-10495,OFF-PA-10004470,East,2018-10-13,18.176
CA-2018-132976,AG-10495,OFF-ST-10000876,East,2018-10-13,59.712
CA-2018-132976,AG-10495,OFF-LA-10002043,East,2018-10-13,24.84
US-2016-161991,SC-20725,OFF-BI-10004967,Central,2016-09-26,2.08
US-2016-161991,SC-20725,TEC-PH-10001760,Central,2016-09-26,1114.4
CA-2016-130890,JO-15280,FUR-TA-10002903,West,2016-11-02,1038.84
CA-2016-130883,TB-21520,OFF-PA-10000474,West,2016-09-26,141.76
CA-2016-130883,TB-21520,TEC-AC-10001956,West,2016-09-26,239.8
CA-2016-130883,TB-21520,OFF-PA-10004100,West,2016-09-26,31.104
CA-2017-112697,AH-10195,OFF-BI-10000778,South,2017-12-18,254.058
CA-2017-112697,AH-10195,OFF-AP-10002684,South,2017-12-18,194.528
CA-2017-112697,AH-10195,OFF-SU-10000646,South,2017-12-18,961.48
CA-2017-110772,NZ-18565,OFF-FA-10002983,East,2017-11-20,19.096
CA-2017-110772,NZ-18565,OFF-LA-10004689,East,2017-11-20,18.496
CA-2017-110772,NZ-18565,TEC-AC-10002001,East,2017-11-20,255.984
CA-2017-110772,NZ-18565,FUR-BO-10004709,East,2017-11-20,86.97
CA-2015-111451,KL-16555,FUR-FU-10004091,West,2015-12-26,300.416
CA-2015-111451,KL-16555,FUR-CH-10001891,West,2015-12-26,230.352
CA-2015-111451,KL-16555,FUR-FU-10002918,West,2015-12-26,218.352
CA-2015-111451,KL-16555,OFF-BI-10004593,West,2015-12-26,78.6
CA-2015-111451,KL-16555,OFF-FA-10004854,West,2015-12-26,27.552
CA-2017-142545,JD-15895,OFF-PA-10002105,East,2017-10-28,32.4
CA-2017-142545,JD-15895,OFF-ST-10002756,East,2017-10-28,1082.48
CA-2017-142545,JD-15895,OFF-PA-10004243,East,2017-10-28,56.91
CA-2017-142545,JD-15895,FUR-FU-10001861,East,2017-10-28,77.6
CA-2017-142545,JD-15895,OFF-BI-10002706,East,2017-10-28,14.28
US-2018-152380,JH-15910,FUR-TA-10002533,Central,2018-11-19,219.075
CA-2016-144253,AS-10225,FUR-FU-10002671,East,2016-05-04,26.8
CA-2015-130960,KB-16600,OFF-AR-10003651,Central,2015-12-30,9.84
CA-2015-111003,CR-12625,OFF-BI-10001072,East,2015-06-01,45.48
CA-2015-111003,CR-12625,OFF-AR-10002135,East,2015-06-01,289.2
CA-2018-126774,SH-20395,OFF-AR-10002804,South,2018-04-15,4.89
CA-2017-142902,BP-11185,FUR-FU-10001918,West,2017-09-12,15.136
CA-2017-142902,BP-11185,FUR-CH-10004086,West,2017-09-12,466.768
CA-2017-142902,BP-11185,FUR-FU-10001756,West,2017-09-12,15.232
CA-2017-142902,BP-11185,OFF-LA-10000634,West,2017-09-12,6.264
CA-2015-120887,TS-21205,FUR-FU-10001588,East,2015-09-27,87.54
CA-2015-167850,AG-10525,TEC-PH-10002398,South,2015-08-09,178.384
CA-2015-167850,AG-10525,OFF-PA-10001937,South,2015-08-09,15.552
CA-2015-164259,SP-20860,OFF-AR-10003373,East,2015-12-28,99.136
CA-2015-164973,NM-18445,FUR-CH-10002602,East,2015-11-04,135.882
CA-2015-164973,NM-18445,TEC-MA-10002927,East,2015-11-04,3991.98
CA-2015-164973,NM-18445,TEC-PH-10004093,East,2015-11-04,275.94
CA-2015-164973,NM-18445,TEC-AC-10000892,East,2015-11-04,360.0
CA-2015-164973,NM-18445,OFF-ST-10002974,East,2015-11-04,43.57
CA-2015-156601,FA-14230,OFF-FA-10000624,West,2015-09-19,7.16
CA-2017-162138,GK-14620,OFF-BI-10004593,West,2017-04-23,251.52
CA-2017-162138,GK-14620,TEC-AC-10001908,West,2017-04-23,99.99
CA-2018-153339,DJ-13510,FUR-FU-10001967,South,2018-11-03,15.992
US-2017-141544,PO-18850,TEC-PH-10003645,East,2017-08-30,290.898
US-2017-141544,PO-18850,OFF-ST-10000675,East,2017-08-30,54.224
US-2017-141544,PO-18850,FUR-CH-10003312,East,2017-08-30,786.744
US-2017-141544,PO-18850,OFF-LA-10001074,East,2017-08-30,100.24
US-2017-141544,PO-18850,OFF-BI-10001524,East,2017-08-30,37.764
US-2017-150147,JL-15850,TEC-PH-10004614,East,2017-04-25,82.8
US-2017-150147,JL-15850,OFF-BI-10001153,East,2017-04-25,20.724
US-2017-150147,JL-15850,OFF-BI-10001982,East,2017-04-25,4.896
CA-2016-137946,DB-13615,OFF-BI-10001922,West,2016-09-01,4.752
CA-2016-137946,DB-13615,TEC-CO-10001449,West,2016-09-01,959.984
CA-2016-137946,DB-13615,OFF-BI-10004140,West,2016-09-01,14.368
CA-2015-129924,AC-10420,OFF-BI-10003314,West,2015-07-12,7.712
CA-2015-129924,AC-10420,FUR-TA-10004575,West,2015-07-12,698.352
CA-2016-128167,KL-16645,OFF-FA-10000490,West,2016-06-22,4.96
CA-2015-122336,JD-15895,OFF-AR-10000122,East,2015-04-13,17.856
CA-2015-122336,JD-15895,OFF-BI-10003656,East,2015-04-13,509.97
CA-2015-122336,JD-15895,OFF-FA-10002780,East,2015-04-13,30.992
CA-2015-122336,JD-15895,TEC-PH-10000702,East,2015-04-13,71.928
US-2016-120712,CS-12130,OFF-ST-10000107,Central,2016-12-20,88.8
CA-2018-169901,CC-12550,TEC-PH-10002293,West,2018-06-15,47.976
CA-2018-134306,TD-20995,OFF-AR-10004027,East,2018-07-08,7.56
CA-2018-134306,TD-20995,OFF-PA-10000249,East,2018-07-08,24.56
CA-2018-134306,TD-20995,OFF-AR-10001374,East,2018-07-08,12.96
CA-2017-129714,AB-10060,TEC-AC-10000290,East,2017-09-01,6.79
CA-2017-129714,AB-10060,OFF-PA-10001970,East,2017-09-01,24.56
CA-2017-129714,AB-10060,OFF-BI-10002160,East,2017-09-01,3.048
CA-2017-129714,AB-10060,OFF-PA-10001970,East,2017-09-01,49.12
CA-2017-129714,AB-10060,OFF-BI-10004995,East,2017-09-01,4355.168
CA-2017-138520,JL-15505,FUR-BO-10002268,East,2017-04-08,388.704
